time,population_size,deaths,births,sex_f,sex_m,bt_pt-O,bt_pt-A,bt_pt-B,bt_pt-AB,btrf_pt-O+,btrf_pt-A+,btrf_pt-B+,btrf_pt-AB+,btrf_pt-O-,btrf_pt-A-,btrf_pt-B-,btrf_pt-AB-,[0.0-10.0),[10.0-20.0),[20.0-30.0),[30.0-40.0),[40.0-50.0),[50.0-60.0),[60.0-70.0),[70.0-80.0),[80.0-90.0),[90.0-100.0),[100.0)
1,20002,263,265,10057,9945,20002,0,0,0,20002,0,0,0,0,0,0,0,3871,3988,4110,3823,3871,339,0,0,0,0,0
2,20004,263,265,10083,9921,20004,0,0,0,20004,0,0,0,0,0,0,0,3754,3958,4019,3822,3774,677,0,0,0,0,0
3,20006,263,265,10074,9932,20006,0,0,0,20006,0,0,0,0,0,0,0,3612,3940,3989,3785,3652,1028,0,0,0,0,0
4,20008,263,265,10078,9930,20008,0,0,0,20008,0,0,0,0,0,0,0,3458,3952,3930,3800,3551,1317,0,0,0,0,0
5,20010,264,266,10073,9937,20010,0,0,0,20010,0,0,0,0,0,0,0,3321,3910,3884,3829,3462,1604,0,0,0,0,0
6,20011,264,265,10075,9936,20011,0,0,0,20011,0,0,0,0,0,0,0,3159,3913,3874,3800,3415,1850,0,0,0,0,0
7,20014,263,266,10057,9957,20014,0,0,0,20014,0,0,0,0,0,0,0,3030,3859,3875,3791,3388,2071,0,0,0,0,0
8,20017,263,266,10063,9954,20017,0,0,0,20017,0,0,0,0,0,0,0,2878,3831,3906,3785,3345,2272,0,0,0,0,0
9,20020,263,266,10096,9924,20020,0,0,0,20020,0,0,0,0,0,0,0,2754,3811,3874,3801,3270,2510,0,0,0,0,0
10,20022,264,266,10097,9925,20022,0,0,0,20022,0,0,0,0,0,0,0,2610,3844,3802,3806,3265,2695,0,0,0,0,0
11,20025,263,266,10100,9925,20025,0,0,0,20025,0,0,0,0,0,0,0,2607,3689,3780,3840,3224,2692,193,0,0,0,0
12,20027,264,266,10098,9929,20027,0,0,0,20027,0,0,0,0,0,0,0,2609,3583,3754,3772,3256,2680,373,0,0,0,0
13,20029,264,266,10103,9926,20029,0,0,0,20029,0,0,0,0,0,0,0,2614,3452,3751,3748,3242,2650,572,0,0,0,0
14,20031,264,266,10103,9928,20031,0,0,0,20031,0,0,0,0,0,0,0,2617,3315,3765,3699,3282,2610,743,0,0,0,0
15,20033,264,266,10091,9942,20033,0,0,0,20033,0,0,0,0,0,0,0,2622,3191,3741,3668,3342,2565,904,0,0,0,0
16,20035,264,266,10086,9949,20035,0,0,0,20035,0,0,0,0,0,0,0,2625,3045,3758,3662,3357,2545,1043,0,0,0,0
17,20037,264,266,10096,9941,20037,0,0,0,20037,0,0,0,0,0,0,0,2626,2924,3706,3677,3383,2549,1172,0,0,0,0
18,20039,264,266,10093,9946,20039,0,0,0,20039,0,0,0,0,0,0,0,2624,2779,3692,3711,3401,2554,1278,0,0,0,0
19,20041,264,266,10102,9939,20041,0,0,0,20041,0,0,0,0,0,0,0,2620,2660,3680,3691,3446,2530,1414,0,0,0,0
20,20043,264,266,10098,9945,20043,0,0,0,20043,0,0,0,0,0,0,0,2625,2521,3723,3642,3466,2566,1500,0,0,0,0
21,20045,264,266,10102,9943,20045,0,0,0,20045,0,0,0,0,0,0,0,2631,2531,3575,3625,3510,2554,1533,86,0,0,0
22,20047,264,266,10080,9967,20047,0,0,0,20047,0,0,0,0,0,0,0,2632,2533,3476,3622,3461,2598,1559,166,0,0,0
23,20049,264,266,10087,9962,20049,0,0,0,20049,0,0,0,0,0,0,0,2631,2544,3352,3628,3448,2636,1565,245,0,0,0
24,20051,264,266,10064,9987,20051,0,0,0,20051,0,0,0,0,0,0,0,2629,2557,3226,3650,3409,2687,1556,337,0,0,0
25,20053,264,266,10063,9990,20053,0,0,0,20053,0,0,0,0,0,0,0,2627,2559,3099,3636,3396,2776,1558,402,0,0,0
26,20055,264,266,10075,9980,20055,0,0,0,20055,0,0,0,0,0,0,0,2634,2562,2963,3647,3399,2822,1579,449,0,0,0
27,20057,264,266,10100,9957,20057,0,0,0,20057,0,0,0,0,0,0,0,2637,2562,2847,3610,3420,2855,1624,502,0,0,0
28,20059,264,266,10110,9949,20059,0,0,0,20059,0,0,0,0,0,0,0,2635,2570,2715,3598,3455,2883,1672,531,0,0,0
29,20061,264,266,10102,9959,20061,0,0,0,20061,0,0,0,0,0,0,0,2634,2575,2609,3590,3461,2918,1692,582,0,0,0
30,20063,264,266,10100,9963,20063,0,0,0,20063,0,0,0,0,0,0,0,2637,2578,2473,3641,3419,2950,1739,626,0,0,0
31,20065,264,266,10090,9975,20065,0,0,0,20065,0,0,0,0,0,0,0,2639,2582,2488,3498,3405,3023,1748,665,17,0,0
32,20067,264,266,10094,9973,20067,0,0,0,20067,0,0,0,0,0,0,0,2641,2581,2494,3408,3404,3000,1805,699,35,0,0
33,20069,264,266,10090,9979,20069,0,0,0,20069,0,0,0,0,0,0,0,2644,2586,2497,3284,3424,3000,1852,741,41,0,0
34,20071,264,266,10094,9977,20071,0,0,0,20071,0,0,0,0,0,0,0,2646,2582,2509,3159,3451,2978,1928,760,58,0,0
35,20073,264,266,10093,9980,20073,0,0,0,20073,0,0,0,0,0,0,0,2645,2587,2511,3036,3448,2979,2016,783,68,0,0
36,20075,264,266,10101,9974,20075,0,0,0,20075,0,0,0,0,0,0,0,2642,2595,2515,2912,3462,2986,2061,832,70,0,0
37,20077,264,266,10139,9938,20077,0,0,0,20077,0,0,0,0,0,0,0,2644,2600,2512,2800,3438,3036,2100,881,66,0,0
38,20078,265,266,10121,9957,20078,0,0,0,20078,0,0,0,0,0,0,0,2643,2600,2521,2662,3437,3084,2139,928,64,0,0
39,20080,264,266,10102,9978,20080,0,0,0,20080,0,0,0,0,0,0,0,2640,2598,2529,2557,3446,3110,2188,941,71,0,0
40,20082,264,266,10087,9995,20082,0,0,0,20082,0,0,0,0,0,0,0,2638,2600,2538,2423,3500,3078,2237,986,82,0,0
41,20084,265,267,10073,10011,20084,0,0,0,20084,0,0,0,0,0,0,0,2641,2599,2543,2442,3370,3078,2327,992,92,0,0
42,20086,264,266,10071,10015,20086,0,0,0,20086,0,0,0,0,0,0,0,2644,2604,2549,2446,3276,3087,2327,1061,92,0,0
43,20087,265,266,10070,10017,20087,0,0,0,20087,0,0,0,0,0,0,0,2643,2605,2553,2455,3151,3121,2343,1105,111,0,0
44,20089,264,266,10070,10019,20089,0,0,0,20089,0,0,0,0,0,0,0,2644,2612,2551,2468,3039,3146,2348,1164,117,0,0
45,20091,264,266,10075,10016,20091,0,0,0,20091,0,0,0,0,0,0,0,2646,2615,2554,2474,2919,3152,2384,1227,120,0,0
46,20093,264,266,10085,10008,20093,0,0,0,20093,0,0,0,0,0,0,0,2650,2611,2563,2477,2793,3176,2395,1306,122,0,0
47,20094,265,266,10063,10031,20094,0,0,0,20094,0,0,0,0,0,0,0,2650,2609,2571,2479,2684,3169,2446,1346,140,0,0
48,20097,264,267,10084,10013,20097,0,0,0,20097,0,0,0,0,0,0,0,2653,2610,2572,2486,2556,3174,2497,1388,161,0,0
49,20100,264,267,10077,10023,20100,0,0,0,20100,0,0,0,0,0,0,0,2652,2612,2571,2498,2457,3188,2517,1432,173,0,0
50,20102,265,267,10072,10030,20102,0,0,0,20102,0,0,0,0,0,0,0,2654,2610,2579,2503,2335,3247,2511,1484,179,0,0
51,20104,265,267,10059,10045,20104,0,0,0,20104,0,0,0,0,0,0,0,2657,2615,2577,2514,2362,3114,2521,1559,185,0,0
52,20106,265,267,10071,10035,20106,0,0,0,20106,0,0,0,0,0,0,0,2658,2617,2582,2518,2374,3042,2551,1538,226,0,0
53,20108,265,267,10067,10041,20108,0,0,0,20108,0,0,0,0,0,0,0,2658,2617,2585,2525,2392,2931,2576,1569,255,0,0
54,20110,265,267,10057,10053,20110,0,0,0,20110,0,0,0,0,0,0,0,2658,2621,2590,2526,2405,2837,2626,1560,287,0,0
55,20112,265,267,10057,10055,20112,0,0,0,20112,0,0,0,0,0,0,0,2661,2625,2590,2528,2407,2744,2629,1624,304,0,0
56,20114,265,267,10050,10064,20114,0,0,0,20114,0,0,0,0,0,0,0,2662,2627,2591,2533,2416,2631,2675,1658,321,0,0
57,20116,265,267,10058,10058,20116,0,0,0,20116,0,0,0,0,0,0,0,2661,2630,2591,2540,2415,2538,2687,1713,341,0,0
58,20118,265,267,10059,10059,20118,0,0,0,20118,0,0,0,0,0,0,0,2661,2633,2590,2546,2423,2421,2717,1776,351,0,0
59,20120,265,267,10065,10055,20120,0,0,0,20120,0,0,0,0,0,0,0,2660,2634,2592,2549,2443,2325,2740,1815,362,0,0
60,20122,265,267,10062,10060,20122,0,0,0,20122,0,0,0,0,0,0,0,2660,2637,2591,2555,2456,2212,2814,1829,367,1,0
61,20124,265,267,10046,10078,20124,0,0,0,20124,0,0,0,0,0,0,0,2659,2641,2596,2553,2463,2237,2715,1862,398,0,0
62,20126,265,267,10050,10076,20126,0,0,0,20126,0,0,0,0,0,0,0,2661,2637,2599,2559,2470,2250,2651,1901,398,0,0
63,20128,265,267,10048,10080,20128,0,0,0,20128,0,0,0,0,0,0,0,2664,2635,2599,2563,2479,2261,2573,1925,429,0,0
64,20130,265,267,10041,10089,20130,0,0,0,20130,0,0,0,0,0,0,0,2663,2640,2600,2565,2482,2282,2497,1956,445,0,0
65,20132,265,267,10046,10086,20132,0,0,0,20132,0,0,0,0,0,0,0,2662,2643,2606,2567,2485,2295,2408,1975,491,0,0
66,20134,265,267,10041,10093,20134,0,0,0,20134,0,0,0,0,0,0,0,2660,2647,2608,2571,2488,2314,2312,2026,507,1,0
67,20136,265,267,10041,10095,20136,0,0,0,20136,0,0,0,0,0,0,0,2663,2643,2613,2571,2501,2312,2219,2083,531,0,0
68,20138,265,267,10035,10103,20138,0,0,0,20138,0,0,0,0,0,0,0,2664,2642,2619,2570,2509,2320,2133,2108,573,0,0
69,20140,265,267,10029,10111,20140,0,0,0,20140,0,0,0,0,0,0,0,2664,2643,2621,2574,2509,2341,2054,2126,606,2,0
70,20142,265,267,10028,10114,20142,0,0,0,20142,0,0,0,0,0,0,0,2662,2646,2626,2573,2514,2360,1974,2197,589,1,0
71,20144,265,267,10031,10113,20144,0,0,0,20144,0,0,0,0,0,0,0,2662,2645,2630,2581,2518,2367,2012,2117,611,1,0
72,20146,265,267,10041,10105,20146,0,0,0,20146,0,0,0,0,0,0,0,2662,2648,2628,2583,2529,2371,2024,2075,625,1,0
73,20148,265,267,10029,10119,20148,0,0,0,20148,0,0,0,0,0,0,0,2664,2648,2626,2582,2526,2387,2040,2023,647,5,0
74,20150,265,267,10028,10122,20150,0,0,0,20150,0,0,0,0,0,0,0,2665,2649,2631,2586,2528,2391,2073,1958,668,1,0
75,20151,266,267,10036,10115,20151,0,0,0,20151,0,0,0,0,0,0,0,2663,2652,2630,2593,2531,2397,2081,1892,711,1,0
76,20153,265,267,10054,10099,20153,0,0,0,20153,0,0,0,0,0,0,0,2665,2650,2635,2592,2539,2387,2088,1836,757,4,0
77,20154,266,267,10067,10087,20154,0,0,0,20154,0,0,0,0,0,0,0,2663,2654,2631,2597,2539,2405,2083,1777,801,4,0
78,20156,265,267,10076,10080,20156,0,0,0,20156,0,0,0,0,0,0,0,2661,2655,2627,2607,2534,2419,2090,1725,836,2,0
79,20158,265,267,10077,10081,20158,0,0,0,20158,0,0,0,0,0,0,0,2661,2655,2629,2610,2535,2420,2110,1685,848,5,0
80,20160,265,267,10075,10085,20160,0,0,0,20160,0,0,0,0,0,0,0,2660,2655,2633,2612,2534,2430,2134,1612,887,3,0
81,20161,266,267,10074,10087,20161,0,0,0,20161,0,0,0,0,0,0,0,2661,2656,2633,2615,2542,2432,2146,1641,832,3,0
82,20163,265,267,10086,10077,20163,0,0,0,20163,0,0,0,0,0,0,0,2661,2656,2637,2613,2547,2437,2159,1642,809,2,0
83,20166,265,268,10108,10058,20166,0,0,0,20166,0,0,0,0,0,0,0,2665,2655,2637,2609,2542,2442,2172,1658,785,1,0
84,20168,265,267,10097,10071,20168,0,0,0,20168,0,0,0,0,0,0,0,2666,2654,2636,2614,2543,2455,2177,1684,738,1,0
85,20171,265,268,10096,10075,20171,0,0,0,20171,0,0,0,0,0,0,0,2665,2655,2637,2614,2550,2462,2177,1698,713,0,0
86,20174,265,268,10117,10057,20174,0,0,0,20174,0,0,0,0,0,0,0,2667,2656,2636,2620,2553,2465,2181,1696,695,5,0
87,20177,265,268,10133,10044,20177,0,0,0,20177,0,0,0,0,0,0,0,2669,2653,2640,2616,2560,2460,2184,1691,700,4,0
88,20179,266,268,10125,10054,20179,0,0,0,20179,0,0,0,0,0,0,0,2667,2652,2641,2609,2565,2466,2191,1683,697,8,0
89,20181,266,268,10131,10050,20181,0,0,0,20181,0,0,0,0,0,0,0,2669,2650,2641,2610,2572,2467,2182,1713,675,2,0
90,20183,266,268,10132,10051,20183,0,0,0,20183,0,0,0,0,0,0,0,2672,2643,2641,2614,2572,2464,2192,1731,653,1,0
91,20185,266,268,10117,10068,20185,0,0,0,20185,0,0,0,0,0,0,0,2672,2644,2643,2615,2575,2460,2190,1743,642,1,0
92,20187,266,268,10125,10062,20187,0,0,0,20187,0,0,0,0,0,0,0,2673,2644,2645,2615,2574,2460,2213,1730,632,1,0
93,20189,266,268,10112,10077,20189,0,0,0,20189,0,0,0,0,0,0,0,2675,2647,2644,2617,2565,2458,2215,1726,641,1,0
94,20191,266,268,10133,10058,20191,0,0,0,20191,0,0,0,0,0,0,0,2676,2649,2644,2617,2572,2451,2231,1736,614,1,0
95,20193,266,268,10135,10058,20193,0,0,0,20193,0,0,0,0,0,0,0,2676,2650,2642,2617,2568,2459,2235,1737,607,2,0
96,20195,266,268,10122,10073,20195,0,0,0,20195,0,0,0,0,0,0,0,2678,2649,2641,2618,2573,2462,2239,1741,594,0,0
97,20197,266,268,10121,10076,20197,0,0,0,20197,0,0,0,0,0,0,0,2677,2651,2639,2618,2569,2458,2241,1733,610,1,0
98,20199,266,268,10125,10074,20199,0,0,0,20199,0,0,0,0,0,0,0,2675,2652,2637,2622,2562,2462,2254,1731,601,3,0
99,20201,266,268,10124,10077,20201,0,0,0,20201,0,0,0,0,0,0,0,2674,2653,2638,2617,2566,2468,2250,1720,614,1,0
100,20203,266,268,10112,10091,20203,0,0,0,20203,0,0,0,0,0,0,0,2670,2659,2631,2620,2575,2462,2234,1734,614,4,0
