btrf_pt-O+,btrf_pt-A+,btrf_pt-B+,btrf_pt-AB+,btrf_pt-O-,btrf_pt-A-,btrf_pt-B-,btrf_pt-AB-
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.986739894117065,0.013260105882935035,0.0,0.0,0.0,0.0,0.0,0.0
0.9734824123089101,0.026517587691089892,0.0,0.0,0.0,0.0,0.0,0.0
0.9602275537966857,0.026514964135542912,0.013257482067771456,0.0,0.0,0.0,0.0,0.0
0.94697531780185,0.026512341099075035,0.026512341099075035,0.0,0.0,0.0,0.0,0.0
0.9469805628369355,0.026509718581532223,0.026509718581532223,0.0,0.0,0.0,0.0,0.0
0.9469363532960783,0.026507096582760497,0.02655655012116117,0.0,0.0,0.0,0.0,0.0
0.9469416011472086,0.026504475102605944,0.02655392375018543,0.0,0.0,0.0,0.0,0.0
0.946946847960445,0.02650185414091471,0.026551297898640296,0.0,0.0,0.0,0.0,0.0
0.947001532604934,0.026499233697533,0.026499233697533,0.0,0.0,0.0,0.0,0.0
0.9470041526596796,0.026497923670160173,0.026497923670160173,0.0,0.0,0.0,0.0,0.0
0.947009391992091,0.02649530400395452,0.02649530400395452,0.0,0.0,0.0,0.0,0.0
0.9470146302886516,0.02649268485567418,0.02649268485567418,0.0,0.0,0.0,0.0,0.0
0.9469704457843234,0.02653948799051102,0.026490066225165563,0.0,0.0,0.0,0.0,0.0
0.9469262700138368,0.026536864993081638,0.026536864993081638,0.0,0.0,0.0,0.0,0.0
0.9468821029746022,0.026583654511315346,0.02653424251408242,0.0,0.0,0.0,0.0,0.0
0.9468899757917099,0.026579714440986116,0.026530309767303986,0.0,0.0,0.0,0.0,0.0
0.9467964234550215,0.026675887961270562,0.026527688583707947,0.0,0.0,0.0,0.0,0.0
0.946752284514695,0.026673252654976536,0.026574462830328476,0.0,0.0,0.0,0.0,0.0
0.9466613986566574,0.026669300671671278,0.026669300671671278,0.0,0.0,0.0,0.0,0.0
0.9465679012345679,0.026765432098765432,0.02666666666666667,0.0,0.0,0.0,0.0,0.0
0.9458899037274747,0.02730190076524315,0.026758824981486053,4.937052579609973e-05,0.0,0.0,0.0,0.0
0.9445623735005183,0.028582712148886805,0.026805548699215087,4.936565137976995e-05,0.0,0.0,0.0,0.0
0.9431857446073351,0.029616466755516067,0.02714842785922306,4.936077792586011e-05,0.0,0.0,0.0,0.0
0.9412171166280046,0.03069937318000099,0.02803415428656039,4.935590543408519e-05,0.0,0.0,0.0,0.0
0.9392488772639787,0.03183141686818339,0.02887035483393377,4.935103390416029e-05,0.0,0.0,0.0,0.0
0.9369849494201826,0.03296323710831483,0.03000246730816679,4.934616333580064e-05,0.0,0.0,0.0,0.0
0.9350732645912477,0.03374611475652474,0.031081947802062262,9.867285016527702e-05,0.0,0.0,0.0,0.0
0.9324224337789178,0.03497262368667686,0.0324569624623884,0.00014798007201696837,0.0,0.0,0.0,0.0
0.9302589395807644,0.03585696670776819,0.03373612823674476,0.00014796547472256474,0.0,0.0,0.0,0.0
0.9281522757532422,0.03693476009665171,0.034715715765077176,0.00019724838502884758,0.0,0.0,0.0,0.0
0.9261377644100389,0.03796656969577437,0.035698436960702136,0.0001972289334845422,0.0,0.0,0.0,0.0
0.9234827195188089,0.03978701375536163,0.03653305724005325,0.00019720948577626584,0.0,0.0,0.0,0.0
0.9205222961320523,0.04138950480413895,0.03764474008376448,0.0004434589800443459,0.0,0.0,0.0,0.0
0.9175410078321264,0.04305206640066992,0.03886508053790454,0.0005418452292990493,0.0,0.0,0.0,0.0
0.9147176128809887,0.04421684967255896,0.04037618789699148,0.0006893495494608301,0.0,0.0,0.0,0.0
0.9120846665025844,0.04533595865124292,0.04179177947329559,0.0007875953728771843,0.0,0.0,0.0,0.0
0.9089611731706116,0.04694650853796565,0.04320653511146105,0.000885783179961616,0.0,0.0,0.0,0.0
0.9061254612546126,0.04836408364083641,0.04457564575645757,0.0009348093480934809,0.0,0.0,0.0,0.0
0.9035463085927893,0.049825389798829375,0.045595396193005754,0.001032905415375535,0.0,0.0,0.0,0.0
0.9007325827228477,0.051379123850730124,0.04670829440975466,0.0011799990166674861,0.0,0.0,0.0,0.0
0.8988349800914319,0.05220468957380917,0.04773140638057317,0.001228923954185715,0.0,0.0,0.0,0.0
0.8974686655197838,0.052445318260014744,0.04885721307446547,0.001228803145736053,0.0,0.0,0.0,0.0
0.8965991743660311,0.05248673088264203,0.04968547277373698,0.001228621977589935,0.0,0.0,0.0,0.0
0.895970515970516,0.052923832923832924,0.049877149877149876,0.0012285012285012285,0.0,0.0,0.0,0.0
0.8954453888861593,0.05335822728836044,0.049968063676116545,0.0012283201493637301,0.0,0.0,0.0,0.0
